MatchID,Winner,WinChance,Winner_mu,Winner_sigma,Looser,Looser_mu,Looser_sigma
2307495,EURONICS,0.43,31.191256798286105,6.208934174655864,GODSENT,26.73204245429036,0.9718617512396018
2307498,GODSENT,0.374,26.8773913962771,0.9680113126252543,Tricked,27.59348884220999,2.6904370213805873
2307505,GODSENT,0.365,27.03140018793658,0.9634456416445236,MK,28.37405383639539,1.9712818410755095
2307508,G2,0.665,27.066059220206192,0.8130708300869648,PRIDE,23.313282881837633,2.984923529361543
2307321,North,0.426,31.227929806139066,6.204182019734175,Gambit,26.813044404253148,1.0009030509231776
2307322,G2,0.418,27.170049757612606,0.8121692595546661,fnatic,28.210416275473147,0.8103514772753057
2307323,HellRaisers,0.578,27.464269208893118,0.832800934958977,SK,26.131481273801256,0.806320266113759
2307324,Virtus.pro,0.675,28.545220111780985,0.823036857359332,OpTic,25.70402703531335,0.8229797266737754
2307325,mousesports,0.443,26.444769696665137,0.8107742927489955,Natus Vincere,27.107426203217834,0.8190120635507111
2307326,Envy,0.618,26.638221272693624,0.8120271913899275,Liquid,24.70421191544098,0.8101496125828953
2307327,Astralis,0.484,26.882164767223987,0.8176852220284424,GODSENT,26.903626092541792,0.9589789359999543
2307328,FlipSid3,0.502,27.69118600176569,0.8304438146141883,FaZe,27.47127651178376,0.8294395525641806
2307517,HellRaisers,0.567,27.545088375730252,0.8320881534158373,mousesports,26.368127323015074,0.8105473343547478
2307518,Envy,0.469,26.732340700753454,0.8113507426225136,Natus Vincere,27.011697571204692,0.8181719023598821
2307519,SK,0.412,26.23487918396903,0.8055613367925949,FaZe,27.361927787834848,0.8281180251362823
2307520,Liquid,0.309,24.829990929505676,0.8089331500325688,FlipSid3,27.559093348607174,0.8287038169524494
2307521,fnatic,0.363,28.290243490180334,0.8120376221987422,North,26.596843559608672,4.932893007458662
2307522,Astralis,0.578,26.958343467324195,0.8173555083954144,OpTic,25.626868802375103,0.8225344041166252
2307523,GODSENT,0.506,27.024280071490764,0.9548567490508257,Gambit,26.681691252871502,0.9955753587772467
2307524,Virtus.pro,0.591,28.620200087632107,0.8226518328138884,G2,27.097016858943142,0.8120183124746123
2307525,fnatic,0.626,28.3574826533947,0.8120589270471428,mousesports,26.30113216428013,0.8105995569227546
2307526,GODSENT,0.519,27.141269215186657,0.9508654824568249,Envy,26.64762799550147,0.8109285334914129
2307527,North,0.451,29.359970598478093,4.2157625426507,HellRaisers,27.465701910114884,0.83300288473624
